dataset,metric,gain
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Shopper,BAC,0.0
Telco,BAC,0.0
Telco,BAC,0.007625272331154731
Telco,BAC,-0.028735632183908066
Telco,BAC,-0.01682294539437401
Telco,BAC,0.0
Telco,BAC,0.0274122807017545
Telco,BAC,-0.02777777777777779
Telco,BAC,0.0
Telco,BAC,0.05518394648829439
Telco,BAC,-0.09183673469387754
Telco,BAC,0.0
Telco,BAC,0.0
Telco,BAC,0.0357142857142857
Telco,BAC,-0.027027027027027084
